"","id","sent_time","day","email_id","open_time","predicted_values","residual_values"
"470",502,1090,3,139,898,953.54363635559,-55.5436363555904
"471",2004,881,5,86,949,920.322348613127,28.6776513868734
"472",581,654,2,228,1015,934.468098856469,80.5319011435314
"473",156,1090,3,71,1285,950.297996592994,334.702003407006
"474",2302,881,5,51,541,918.65179873532,-377.65179873532
"475",426,1090,3,139,567,953.54363635559,-386.54363635559
"476",2084,881,5,75,1087,919.79731865153,167.20268134847
"477",639,654,2,149,609,930.697429132276,-321.697429132276
"478",244,1138,3,211,811,960.414288047428,-149.414288047428
"479",856,961,5,269,1246,934.780424546242,311.219575453758
"480",1501,1131,3,106,1191,954.901833338957,236.098166661043
"481",768,654,2,130,67,929.79055919861,-862.79055919861
"482",848,654,2,149,965,930.697429132276,34.3025708677238
"483",2158,881,5,86,767,920.322348613127,-153.322348613127
"484",94,1090,3,124,1162,952.827686407959,209.172313592041
"485",1514,1131,3,154,1191,957.192873171378,233.807126828622
"486",1954,881,5,75,901,919.79731865153,-18.7973186515302
"487",372,1090,3,139,790,953.54363635559,-163.54363635559
"488",868,961,5,269,818,934.780424546242,-116.780424546242
"489",1231,1150,4,325,353,958.844536006169,-605.844536006169
"490",291,1090,3,155,1038,954.307316299731,83.6926837002693
"491",2228,881,5,11,1412,916.742598874969,495.257401125031
"492",746,654,2,130,4,929.79055919861,-925.79055919861
"493",618,1090,3,139,1190,953.54363635559,236.45636364441
"494",2150,881,5,451,715,937.743797338826,-222.743797338826
"495",2046,881,5,72,981,919.654128662004,61.3458713379961
"496",1353,1150,4,2,657,943.427747133838,-286.427747133838
"497",2176,881,5,11,993,916.742598874969,76.2574011250308
"498",1896,1131,3,2,688,949.937913702045,-261.937913702045
"499",772,1090,3,139,864,953.54363635559,-89.5436363555904
"500",125,1090,3,202,1190,956.550626135643,233.449373864357
"501",950,1150,4,229,1177,954.262456341328,222.737543658672
"502",1608,1131,3,215,1262,960.104402958412,301.895597041588
"503",1838,1131,3,149,747,956.954223188834,-209.954223188834
"504",285,1138,3,211,957,960.414288047428,-3.41428804742832
"505",2032,881,5,72,971,919.654128662004,51.3458713379961
"506",1933,881,5,230,890,927.195468110389,-37.1954681103888
"507",1977,881,5,285,915,929.820617918371,-14.8206179183709
"508",2135,881,5,328,605,931.873007768248,-326.873007768248
"509",827,961,5,276,1182,935.114534521803,246.885465478197
"510",603,654,2,149,1057,930.697429132276,126.302570867724
"511",45,1068,3,102,1129,950.203667677463,178.796332322537
"512",1349,1150,4,307,560,957.985396069012,-397.985396069012
"513",2125,881,5,266,523,928.913747984704,-405.913747984704
"514",347,1090,3,139,658,953.54363635559,-295.54363635559
"515",754,654,2,130,18,929.79055919861,-911.79055919861
"516",192,1090,3,84,599,950.918486547608,-351.918486547608
"517",2210,881,5,334,900,932.1593877473,-32.1593877473004
"518",37,1014,3,102,1077,946.340314241355,130.659685758645
"519",751,654,2,130,9,929.79055919861,-920.79055919861
"520",2161,881,5,334,838,932.1593877473,-94.1593877473004
"521",1607,1131,3,142,1262,956.620113213273,305.379886786727
"522",762,654,2,230,40,934.563558849486,-894.563558849486
"523",1812,1131,3,313,707,964.781942616271,-257.781942616271
"524",850,654,2,232,1016,934.659018842504,81.3409811574963
"525",1085,1150,4,167,520,951.303196557785,-431.303196557785
"526",1924,881,5,244,888,927.863688061512,-39.8636880615115
"527",699,654,2,130,1148,929.79055919861,218.20944080139
"528",214,1090,3,48,698,949.200206673293,-251.200206673293
"529",1986,881,5,285,928,929.820617918371,-1.82061791837091
"530",366,1090,3,139,720,953.54363635559,-233.54363635559
"531",658,654,2,230,945,934.563558849486,10.4364411505138
"532",1583,1131,3,149,1228,956.954223188834,271.045776811166
"533",637,654,2,232,9,934.659018842504,-925.659018842504
"534",2255,881,5,66,600,919.367748682951,-319.367748682951
"535",166,1138,3,12,1334,950.916018742184,383.083981257816
"536",1805,1131,3,224,1384,960.533972926991,423.466027073009
"537",1219,1150,4,230,1179,954.310186337837,224.689813662163
"538",1935,881,5,243,890,927.815958065003,-37.8159580650028
"539",10,692,3,102,752,923.30328078901,-171.30328078901
"540",384,1090,3,139,978,953.54363635559,24.4563636444096
"541",1642,1131,3,149,1332,956.954223188834,375.045776811166
"542",1781,1131,3,133,889,956.190543244694,-67.1905432446936
"543",2021,881,5,75,958,919.79731865153,38.2026813484698
"544",1786,989,3,102,913,944.551724687602,-31.5517246876018
"545",844,961,5,280,660,935.305454507838,-275.305454507838
"546",2204,881,5,409,1226,935.739137485458,290.260862514542
"547",781,654,2,130,1107,929.79055919861,177.20944080139
"548",1000,1150,4,279,1235,956.648956166766,278.351043833234
"549",358,1090,3,139,684,953.54363635559,-269.54363635559
"550",359,1090,3,139,691,953.54363635559,-262.54363635559
"551",451,1090,3,139,1081,953.54363635559,127.45636364441
"552",1554,1131,3,215,1199,960.104402958412,238.895597041588
"553",1334,1150,4,245,821,955.026136285468,-134.026136285468
"554",1627,1131,3,115,1295,955.331403307536,339.668596692464
"555",2283,881,5,2,716,916.31302890639,-200.31302890639
"556",144,1090,3,214,1221,957.123386093748,263.876613906252
"557",698,654,2,130,1148,929.79055919861,218.20944080139
"558",1740,1131,3,149,782,956.954223188834,-174.954223188834
"559",932,1150,4,142,1167,950.109946645065,216.890053354935
"560",776,654,2,130,1105,929.79055919861,175.20944080139
"561",1399,970,3,3,1030,938.467126972381,91.5328730276187
"562",1650,1131,3,349,1363,966.500222490587,396.499777509413
"563",2190,881,5,250,669,928.150068040564,-259.150068040564
"564",373,1138,3,10,804,950.820558749166,-146.820558749167
"565",1912,881,5,294,882,930.25018788695,-48.2501878869498
"566",116,1090,3,94,1179,951.395786512696,227.604213487304
"567",436,1138,3,211,778,960.414288047428,-182.414288047428
"568",1535,1131,3,157,1195,957.336063160904,237.663936839096
"569",2333,881,5,321,853,931.538897792686,-78.5388977926865
"570",1722,1131,3,68,752,953.088093471624,-201.088093471624
"571",1539,1131,3,72,1196,953.279013457659,242.720986542341
"572",1049,1150,4,158,1383,950.873626589206,432.126373410794
"573",940,1150,4,136,1171,949.823566666013,221.176433333987
"574",1658,1131,3,88,1381,954.042693401799,426.957306598201
"575",960,1150,4,125,1183,949.298536704416,233.701463295584
"576",1318,1150,4,76,801,946.959766875487,-145.959766875487
"577",766,654,2,130,59,929.79055919861,-870.79055919861
"578",2103,881,5,441,1227,937.266497373738,289.733502626262
"579",1162,1150,4,307,775,957.985396069012,-182.985396069012
"580",288,1090,3,202,966,956.550626135643,9.44937386435737
"581",424,1090,3,139,519,953.54363635559,-434.54363635559
"582",1517,1131,3,338,1191,965.975192528991,225.024807471009
"583",2218,881,5,230,1146,927.195468110389,218.804531889611
"584",1952,881,5,289,901,930.011537904406,-29.011537904406
"585",1708,1131,3,333,639,965.736542546447,-326.736542546447
"586",1829,1131,3,219,1389,960.295322944447,428.704677055553
"587",876,961,5,290,1242,935.782754472926,306.217245527074
"588",1124,1150,4,76,684,946.959766875487,-262.959766875487
"589",944,1150,4,196,1175,952.687366456539,222.312633543461
"590",1772,1131,3,256,837,962.061332815272,-125.061332815272
"591",1347,1150,4,307,548,957.985396069012,-409.985396069012
"592",952,1150,4,289,1177,957.126256131854,219.873743868146
"593",2321,881,5,286,1412,929.86834791488,482.13165208512
"594",592,654,2,149,1054,930.697429132276,123.302570867724
"595",461,1090,3,139,770,953.54363635559,-183.54363635559
"596",623,654,2,231,1193,934.611288845995,258.388711154005
"597",1957,881,5,75,901,919.79731865153,-18.7973186515302
"598",1941,881,5,66,892,919.367748682951,-27.3677486829513
"599",2130,881,5,285,586,929.820617918371,-343.820617918371
"600",815,654,2,130,1127,929.79055919861,197.20944080139
"601",673,654,2,130,1145,929.79055919861,215.20944080139
"602",1849,1131,3,224,1310,960.533972926991,349.466027073009
"603",1510,1131,3,153,1191,957.145143174869,233.854856825131
"604",721,654,2,257,1249,935.852268755223,313.147731244777
"605",1848,1131,3,232,1047,960.915812899061,86.0841871009386
"606",2062,881,5,393,1019,934.975457541318,84.0245424586824
"607",1598,1131,3,30,1254,951.274353604291,302.725646395709
"608",1648,1131,3,252,1356,961.870412829237,394.129587170763
"609",1199,1150,4,307,1012,957.985396069012,54.0146039309883
"610",1203,1150,4,313,1061,958.271776048064,102.728223951936
"611",1659,1131,3,88,1381,954.042693401799,426.957306598201
"612",189,1138,3,87,559,954.495768480341,-395.495768480341
"613",2116,881,5,37,1421,917.983578784197,503.016421215803
"614",330,1090,3,139,609,953.54363635559,-344.54363635559
"615",1892,1131,3,2,888,949.937913702045,-61.9379137020454
"616",2113,881,5,66,1377,919.367748682951,457.632251317049
"617",1326,1150,4,2,917,943.427747133838,-26.4277471338382
"618",362,1138,3,211,705,960.414288047428,-255.414288047428
"619",521,654,2,251,723,935.56588877617,-212.56588877617
"620",757,654,2,130,28,929.79055919861,-901.79055919861
"621",392,1090,3,139,980,953.54363635559,26.4563636444096
"622",503,1090,3,37,1026,948.675176711696,77.3248232883036
"623",167,1090,3,101,1337,951.729896488257,385.270103511743
"624",9,692,3,102,752,923.30328078901,-171.30328078901
"625",2006,881,5,86,949,920.322348613127,28.6776513868734
"626",172,1090,3,209,1370,956.884736111204,413.115263888796
"627",473,1090,3,139,813,953.54363635559,-140.54363635559
"628",2017,881,5,75,951,919.79731865153,31.2026813484698
"629",1948,881,5,68,893,919.463208675969,-26.4632086759688
"630",371,1090,3,219,787,957.362036076292,-170.362036076292
"631",99,1090,3,219,1162,957.362036076292,204.637963923708
"632",1887,1131,3,2,65,949.937913702045,-884.937913702045
"633",2277,881,5,66,711,919.367748682951,-208.367748682951
"634",552,654,2,255,787,935.756808762205,-148.756808762205
"635",467,1090,3,139,808,953.54363635559,-145.54363635559
"636",1504,1131,3,150,1191,957.001953185343,233.998046814657
"637",732,654,2,130,1350,929.79055919861,420.20944080139
"638",50,1068,3,102,1130,950.203667677463,179.796332322537
"639",1472,989,3,102,1049,944.551724687602,104.448275312398
"640",375,1138,3,211,822,960.414288047428,-138.414288047428
"641",822,654,2,130,1147,929.79055919861,217.20944080139
"642",889,1058,4,328,1059,952.405716437883,106.594283562117
"643",810,654,2,130,1127,929.79055919861,197.20944080139
"644",648,654,2,149,652,930.697429132276,-278.697429132276
"645",1871,1150,4,270,89,956.219386198187,-867.219386198187
"646",643,654,2,133,624,929.933749188136,-305.933749188136
"647",1475,989,3,3,1050,939.826455033234,110.173544966766
"648",2092,881,5,428,1131,936.646007419124,194.353992580876
"649",1680,1131,3,60,107,952.706253499554,-845.706253499554
"650",2281,881,5,66,713,919.367748682951,-206.367748682951
"651",2141,881,5,51,662,918.65179873532,-256.65179873532
"652",269,1090,3,202,951,956.550626135643,-5.55062613564264
"653",2026,881,5,370,964,933.877667621616,30.122332378384
"654",678,654,2,130,1146,929.79055919861,216.20944080139
"655",219,1090,3,100,715,951.682166491749,-236.682166491749
"656",1376,963,3,102,1024,942.691591551698,81.3084084483019
"657",1955,881,5,289,901,930.011537904406,-29.011537904406
"658",212,1090,3,100,698,951.682166491749,-253.682166491749
"659",1540,1131,3,69,1197,953.135823468133,243.864176531867
"660",1291,1150,4,258,1378,955.646626240082,422.353373759918
"661",337,1090,3,139,636,953.54363635559,-317.54363635559
"662",1528,1131,3,51,1193,952.276683530975,240.723316469025
"663",549,654,2,215,781,933.847608901855,-152.847608901855
"664",925,1150,4,278,1162,956.601226170258,205.398773829743
"665",16,696,3,102,762,923.58945511761,-161.58945511761
"666",1855,1131,3,2,1424,949.937913702045,474.062086297955
"667",862,961,5,269,1260,934.780424546242,325.219575453758
"668",2053,881,5,75,1002,919.79731865153,82.2026813484698
"669",406,1138,3,51,1394,952.777488606026,441.222511393974
"670",1414,970,3,102,1032,943.192396626749,88.8076033732509
"671",1821,1131,3,279,946,963.159122734973,-17.1591227349734
"672",129,1090,3,202,1196,956.550626135643,239.449373864357
"673",1067,1150,4,225,1433,954.071536355293,478.928463644707
"674",600,654,2,149,1055,930.697429132276,124.302570867724
"675",1548,1131,3,26,1198,951.083433618256,246.916566381744
"676",1220,1150,4,232,1182,954.405646330854,227.594353669146
"677",226,1138,3,211,732,960.414288047428,-228.414288047428
"678",1083,1150,4,253,508,955.407976257538,-447.407976257538
"679",1131,1150,4,285,689,956.935336145819,-267.935336145819
"680",2127,881,5,86,569,920.322348613127,-351.322348613127
"681",910,1150,4,251,1155,955.312516264521,199.687483735479
"682",147,1138,3,44,1233,952.443378630464,280.556621369536
"683",148,1138,3,44,1240,952.443378630464,287.556621369536
"684",1697,1131,3,352,578,966.643412480113,-388.643412480113
"685",1991,881,5,75,936,919.79731865153,16.2026813484698
"686",729,654,2,130,1305,929.79055919861,375.20944080139
"687",1223,1150,4,37,1329,945.098297011645,383.901702988355
"688",1273,1150,4,232,651,954.405646330854,-303.405646330854
"689",2187,881,5,288,113,929.963807907897,-816.963807907897
"690",1647,1131,3,300,1354,964.161452661657,389.838547338343
"691",1206,1150,4,230,1101,954.310186337837,146.689813662163
"692",2336,881,5,291,1353,930.106997897424,422.893002102576
"693",763,654,2,230,40,934.563558849486,-894.563558849486
"694",1018,1150,4,76,1301,946.959766875487,354.040233124513
"695",1701,1131,3,68,600,953.088093471624,-353.088093471624
"696",541,654,2,236,761,934.849938828539,-173.849938828539
"697",153,1138,3,44,1263,952.443378630464,310.556621369536
"698",692,654,2,130,1147,929.79055919861,217.20944080139
"699",1284,1150,4,133,806,949.680376676487,-143.680376676486
"700",439,1090,3,139,841,953.54363635559,-112.54363635559
"701",1841,1131,3,255,878,962.013602818763,-84.013602818763
"702",1521,1131,3,229,1192,960.772622909535,231.227377090465
"703",1236,1150,4,60,622,946.196086931347,-324.196086931347
"704",640,654,2,149,609,930.697429132276,-321.697429132276
"705",1580,1131,3,101,1221,954.663183356413,266.336816643587
"706",294,1090,3,202,1045,956.550626135643,88.4493738643574
"707",615,1090,3,139,1141,953.54363635559,187.45636364441
"708",305,1090,3,219,1245,957.362036076292,287.637963923708
"709",1715,1131,3,106,685,954.901833338957,-269.901833338957
"710",532,654,2,253,739,935.661348769188,-196.661348769188
"711",398,1090,3,139,981,953.54363635559,27.4563636444096
"712",1817,1131,3,2,906,949.937913702045,-43.9379137020454
"713",252,1138,3,211,833,960.414288047428,-127.414288047428
"714",1313,1150,4,76,1153,946.959766875487,206.040233124513
"715",1719,1131,3,18,713,950.701593646186,-237.701593646186
"716",1758,1131,3,149,797,956.954223188834,-159.954223188834
"717",1603,1131,3,30,1255,951.274353604291,303.725646395709
"718",1587,1131,3,199,1243,959.340723014272,283.659276985728
"719",731,654,2,130,1305,929.79055919861,375.20944080139
"720",2120,881,5,348,69,932.827607698423,-863.827607698423
"721",1568,1131,3,122,1209,955.665513283097,253.334486716903
"722",2104,881,5,356,1242,933.209447670493,308.790552329507
"723",229,1090,3,60,747,949.772966631398,-202.772966631398
"724",1274,1150,4,285,656,956.935336145819,-300.935336145819
"725",1983,881,5,283,924,929.725157925353,-5.72515792535338
"726",1973,881,5,75,914,919.79731865153,-5.79731865153019
"727",742,654,2,230,1439,934.563558849486,504.436441150514
"728",2300,881,5,325,15,931.729817778721,-916.729817778721
"729",2106,881,5,300,1268,930.536567866002,337.463432133998
"730",1538,1131,3,116,1195,955.379133304045,239.620866695955
"731",788,654,2,245,1132,935.279508797118,196.720491202882
"732",1144,1150,4,125,701,949.298536704416,-248.298536704416
"733",92,1090,3,124,1162,952.827686407959,209.172313592041
"734",1543,1131,3,322,1197,965.21151258485,231.78848741515
"735",2016,881,5,311,950,931.061597827599,18.9384021724012
"736",687,654,2,130,1147,929.79055919861,217.20944080139
"737",268,1090,3,202,951,956.550626135643,-5.55062613564264
"738",1255,1150,4,237,1338,954.644296313398,383.355703686602
"739",1215,1150,4,230,1135,954.310186337837,180.689813662163
"740",1159,1150,4,224,775,954.023806358784,-179.023806358784
"741",1031,1150,4,214,1321,953.546506393697,367.453493606303
"742",1230,1150,4,189,93,952.353256480977,-859.353256480977
"743",580,654,2,131,1000,929.838289195118,70.1617108048816
"744",819,654,2,130,1136,929.79055919861,206.20944080139
"745",693,654,2,130,1147,929.79055919861,217.20944080139
"746",1585,1131,3,66,1238,952.992633478606,285.007366521394
"747",964,1150,4,290,1185,957.173986128363,227.826013871637
"748",1303,1150,4,76,940,946.959766875487,-6.95976687548687
"749",82,1090,3,219,1158,957.362036076292,200.637963923708
"750",2205,881,5,409,1227,935.739137485458,291.260862514542
"751",1698,1131,3,69,580,953.135823468133,-373.135823468133
"752",530,654,2,237,737,934.897668825048,-197.897668825048
"753",1737,1131,3,149,781,956.954223188834,-175.954223188834
"754",928,1150,4,233,1165,954.453376327363,210.546623672637
"755",67,1090,3,219,1156,957.362036076292,198.637963923708
"756",1870,1131,3,119,4,955.522323293571,-951.522323293571
"757",477,1090,3,139,887,953.54363635559,-66.5436363555904
"758",2174,881,5,423,989,936.407357436581,52.5926425634195
"759",835,961,5,280,1286,935.305454507838,350.694545492162
"760",2288,881,5,66,725,919.367748682951,-194.367748682951
"761",90,1090,3,199,1161,956.407436146116,204.592563853884
"762",1856,1131,3,61,682,952.753983496063,-270.753983496063
"763",1332,1150,4,149,644,950.444056620627,-306.444056620627
"764",2117,881,5,37,1428,917.983578784197,510.016421215803
"765",1547,1131,3,2,1198,949.937913702045,248.062086297955
"766",2259,881,5,72,616,919.654128662004,-303.654128662004
"767",449,1090,3,100,1080,951.682166491749,128.317833508251
"768",2041,881,5,72,979,919.654128662004,59.3458713379961
"769",284,1090,3,75,956,950.488916579029,5.51108342097056
"770",2108,881,5,409,1340,935.739137485458,404.260862514542
"771",1164,1150,4,230,776,954.310186337837,-178.310186337837
"772",741,654,2,230,1439,934.563558849486,504.436441150514
"773",542,654,2,236,761,934.849938828539,-173.849938828539
"774",702,654,2,130,1148,929.79055919861,218.20944080139
"775",1064,1150,4,68,1429,946.577926903417,482.422073096583
"776",2033,881,5,72,971,919.654128662004,51.3458713379961
"777",195,1138,3,68,629,953.588898546675,-324.588898546675
"778",1628,1131,3,237,1305,961.154462881605,343.845537118395
"779",42,1014,3,102,1124,946.340314241355,177.659685758645
"780",681,654,2,130,1146,929.79055919861,216.20944080139
"781",1783,1131,3,320,907,965.116052591833,-58.1160525918328
"782",1594,1131,3,327,1251,965.450162567394,285.549837432606
"783",1205,1150,4,69,1096,946.625656899926,149.374343100074
"784",2241,881,5,155,789,923.615718372231,-134.615718372231
"785",1492,989,3,328,1085,955.338703898583,129.661296101417
"786",1557,1131,3,237,1201,961.154462881605,239.845537118395
"787",1074,1150,4,325,117,958.844536006169,-841.844536006169
"788",145,1138,3,52,1224,952.825218602535,271.174781397465
"789",1167,1150,4,100,787,948.105286791697,-161.105286791697
"790",616,654,2,149,1189,930.697429132276,258.302570867724
"791",696,654,2,130,1147,929.79055919861,217.20944080139
"792",2089,881,5,209,1106,926.193138183705,179.806861816295
"793",1338,1150,4,116,1242,948.868966735837,293.131033264163
"794",765,654,2,130,57,929.79055919861,-872.79055919861
"795",1635,1131,3,326,1328,965.402432570885,362.597567429115
"796",924,1150,4,227,1161,954.16699634831,206.83300365169
"797",853,654,2,149,1294,930.697429132276,363.302570867724
"798",11,696,3,102,757,923.58945511761,-166.58945511761
"799",3,947,2,94,1007,949.034548894286,57.9654511057144
"800",1656,1131,3,279,1379,963.159122734973,415.840877265027
"801",933,1150,4,258,1167,955.646626240082,211.353373759918
"802",220,1138,3,211,720,960.414288047428,-240.414288047428
"803",1141,1150,4,266,698,956.028466212152,-258.028466212152
"804",2323,881,5,334,1049,932.1593877473,116.8406122527
"805",1809,1131,3,332,532,965.688812549938,-433.688812549938
"806",1962,881,5,66,904,919.367748682951,-15.3677486829513
"807",1516,1131,3,102,1191,954.710913352922,236.289086647078
"808",897,1150,4,17,1151,944.14369708147,206.85630291853
"809",1077,1150,4,194,175,952.591906463521,-777.591906463521
"810",2172,881,5,115,966,921.706518511881,44.2934814881192
"811",2183,881,5,75,1192,919.79731865153,272.20268134847
"812",1132,1150,4,285,689,956.935336145819,-267.935336145819
"813",1989,881,5,360,932,933.400367656528,-1.40036765652831
"814",937,1150,4,84,1169,947.341606847557,221.658393152443
"815",975,1150,4,52,1194,945.814246959276,248.185753040724
"816",535,654,2,257,746,935.852268755223,-189.852268755223
"817",1356,1150,4,307,712,957.985396069012,-245.985396069012
"818",1819,1131,3,17,907,950.653863649677,-43.6538636496769
"819",21,784,3,102,846,929.885290346823,-83.8852903468228
"820",410,1090,3,139,1415,953.54363635559,461.45636364441
"821",1011,1150,4,116,1273,948.868966735837,324.131033264163
"822",1176,1150,4,230,832,954.310186337837,-122.310186337837
"823",1982,881,5,461,924,938.221097303914,-14.2210973039136
"824",397,1090,3,139,981,953.54363635559,27.4563636444096
"825",1188,1150,4,232,866,954.405646330854,-88.4056463308543
"826",675,654,2,130,1146,929.79055919861,216.20944080139
"827",2291,881,5,61,766,919.129098700407,-153.129098700407
"828",1245,1150,4,215,853,953.594236390205,-100.594236390205
"829",1214,1150,4,230,1135,954.310186337837,180.689813662163
"830",1934,881,5,230,890,927.195468110389,-37.1954681103888
"831",734,654,2,130,1400,929.79055919861,470.20944080139
"832",1925,881,5,244,888,927.863688061512,-39.8636880615115
"833",1823,1131,3,334,1385,965.784272542955,419.215727457045
"834",1961,881,5,66,903,919.367748682951,-16.3677486829513
"835",1177,1150,4,69,850,946.625656899926,-96.6256568999255
"836",1045,1150,4,158,1362,950.873626589206,411.126373410794
"837",1766,1131,3,149,819,956.954223188834,-137.954223188834
"838",2234,881,5,230,752,927.195468110389,-175.195468110389
"839",2240,881,5,155,785,923.615718372231,-138.615718372231
"840",879,961,5,278,716,935.209994514821,-219.209994514821
"841",1358,1150,4,307,765,957.985396069012,-192.985396069012
"842",2219,881,5,11,1314,916.742598874969,397.257401125031
"843",188,1138,3,87,557,954.495768480341,-397.495768480341
"844",1158,1150,4,307,774,957.985396069012,-183.985396069012
"845",490,1090,3,37,835,948.675176711696,-113.675176711696
"846",651,1090,3,139,717,953.54363635559,-236.54363635559
"847",608,654,2,149,1078,930.697429132276,147.302570867724
"848",1181,1150,4,69,855,946.625656899926,-91.6256568999255
"849",430,1090,3,214,761,957.123386093748,-196.123386093748
"850",1916,881,5,328,885,931.873007768248,-46.8730077682478
"851",1258,1150,4,253,774,955.407976257538,-181.407976257538
"852",1652,1131,3,190,1366,958.911153045693,407.088846954307
"853",256,1138,3,211,853,960.414288047428,-107.414288047428
"854",258,1090,3,48,865,949.200206673293,-84.2002066732928
"855",1890,1131,3,2,1228,949.937913702045,278.062086297955
"856",1867,1131,3,119,0,955.522323293571,-955.522323293571
"857",1807,1131,3,133,245,956.190543244694,-711.190543244694
"858",1108,1150,4,149,632,950.444056620627,-318.444056620627
"859",1645,1131,3,317,1338,964.972862602306,373.027137397694
"860",1733,1131,3,149,780,956.954223188834,-176.954223188834
"861",1655,1131,3,252,1376,961.870412829237,414.129587170763
"862",661,654,2,257,1124,935.852268755223,188.147731244777
"863",1173,1150,4,224,791,954.023806358784,-163.023806358784
"864",1624,1131,3,210,1291,959.865752975869,331.134247024131
"865",1780,1131,3,2,872,949.937913702045,-77.9379137020454
"866",1713,1131,3,305,656,964.400102644201,-308.400102644201
"867",631,654,2,258,1302,935.899998751732,366.100001248268
"868",929,1150,4,202,1166,952.973746435591,213.026253564409
"869",335,1090,3,139,630,953.54363635559,-323.54363635559
"870",413,1090,3,139,2,953.54363635559,-951.54363635559
"871",1302,1150,4,76,936,946.959766875487,-10.9597668754869
"872",1757,1131,3,149,791,956.954223188834,-165.954223188834
"873",926,1150,4,61,1162,946.243816927855,215.756183072145
"874",2294,881,5,389,942,934.784537555283,7.2154624447175
"875",591,654,2,149,1054,930.697429132276,123.302570867724
"876",507,1090,3,139,224,953.54363635559,-729.54363635559
"877",2098,881,5,300,1170,930.536567866002,239.463432133998
"878",1767,1131,3,149,820,956.954223188834,-136.954223188834
"879",1696,1131,3,352,561,966.643412480113,-405.643412480113
"880",1327,1150,4,237,1057,954.644296313398,102.355703686602
"881",655,654,2,255,802,935.756808762205,-133.756808762205
"882",1081,1150,4,227,486,954.16699634831,-468.16699634831
"883",1093,1150,4,116,557,948.868966735837,-391.868966735837
"884",1571,1131,3,120,1210,955.57005329008,254.42994670992
"885",880,961,5,290,846,935.782754472926,-89.7827544729261
"886",1997,881,5,66,945,919.367748682951,25.6322513170487
"887",2276,881,5,66,711,919.367748682951,-208.367748682951
"888",2018,881,5,75,954,919.79731865153,34.2026813484698
"889",956,1150,4,230,1181,954.310186337837,226.689813662163
"890",1959,881,5,66,902,919.367748682951,-17.3677486829513
"891",1166,1150,4,238,784,954.692026309907,-170.692026309907
"892",830,961,5,290,1258,935.782754472926,322.217245527074
"893",414,1090,3,139,2,953.54363635559,-951.54363635559
"894",130,1138,3,52,1199,952.825218602535,246.174781397465
"895",301,1090,3,219,1235,957.362036076292,277.637963923708
"896",676,654,2,130,1146,929.79055919861,216.20944080139
"897",1374,1135,2,341,1195,974.274051476177,220.725948523823
"898",1405,970,3,102,1031,943.192396626749,87.8076033732509
"899",1649,1131,3,149,1359,956.954223188834,402.045776811166
"900",400,1090,3,139,984,953.54363635559,30.4563636444096
"901",1078,1150,4,194,175,952.591906463521,-777.591906463521
"902",915,1150,4,227,1157,954.16699634831,202.83300365169
"903",1041,1150,4,69,1352,946.625656899926,405.374343100074
"904",1872,1131,3,298,710,964.06599266864,-254.06599266864
"905",2071,881,5,253,1037,928.29325803009,108.70674196991
"906",2160,881,5,334,837,932.1593877473,-95.1593877473004
"907",790,1090,3,37,620,948.675176711696,-328.675176711696
"908",1116,1150,4,76,656,946.959766875487,-290.959766875487
"909",2002,881,5,75,947,919.79731865153,27.2026813484698
"910",958,1150,4,230,1182,954.310186337837,227.689813662163
"911",1227,1150,4,150,1406,950.491786617135,455.508213382865
"912",2169,881,5,328,904,931.873007768248,-27.8730077682478
"913",691,654,2,130,1147,929.79055919861,217.20944080139
"914",346,1090,3,139,655,953.54363635559,-298.54363635559
"915",444,1090,3,139,978,953.54363635559,24.4563636444096
"916",712,654,2,130,1160,929.79055919861,230.20944080139
"917",1121,1150,4,285,672,956.935336145819,-284.935336145819
"918",101,1090,3,219,1163,957.362036076292,205.637963923708
"919",417,1090,3,139,84,953.54363635559,-869.54363635559
"920",2229,881,5,314,520,931.204787817125,-411.204787817125
"921",1345,1150,4,307,541,957.985396069012,-416.985396069012
"922",1734,1131,3,149,780,956.954223188834,-176.954223188834
"923",1831,1131,3,219,1389,960.295322944447,428.704677055553
"924",259,1138,3,211,878,960.414288047428,-82.4142880474283
"925",1058,1150,4,300,1401,957.65128609345,443.34871390655
"926",1609,1131,3,218,1262,960.247592947939,301.752407052061
"927",1738,1131,3,149,781,956.954223188834,-175.954223188834
"928",917,1150,4,101,1158,948.153016788206,209.846983211794
"929",2081,881,5,371,1068,933.925397618125,134.074602381875
"930",2153,881,5,66,738,919.367748682951,-181.367748682951
"931",1975,881,5,285,915,929.820617918371,-14.8206179183709
"932",838,1090,3,2,267,947.00462683389,-680.00462683389
"933",300,1090,3,119,1229,952.589036425415,276.410963574585
"934",2201,881,5,250,1169,928.150068040564,240.849931959436
"935",1084,1150,4,209,510,953.307856411153,-443.307856411153
"936",1502,1131,3,319,1191,965.068322595324,225.931677404676
"937",1995,881,5,66,945,919.367748682951,25.6322513170487
"938",1759,1131,3,149,798,956.954223188834,-158.954223188834
"939",141,1090,3,115,1217,952.39811643938,264.60188356062
"940",1736,1131,3,149,781,956.954223188834,-175.954223188834
"941",629,654,2,149,1216,930.697429132276,285.302570867724
"942",527,654,2,230,733,934.563558849486,-201.563558849486
"943",1853,1131,3,232,1366,960.915812899061,405.084187100939
"944",350,1090,3,139,660,953.54363635559,-293.54363635559
"945",1316,1150,4,76,799,946.959766875487,-147.959766875487
